Annotator	Data set	ID	Text	Is it offensive?	Is it a slur?	Is it adjective nominalization	Is it distancing
E	M	152a	it's just a strategy, they imagine if they pander to illegals now, their children will grow up knowing the mercy of the liberal elite.	Y	N	Y	Y
F	M	152a	it's just a strategy, they imagine if they pander to illegals now, their children will grow up knowing the mercy of the liberal elite.	Y	N	Y	Y
B	M	149b	The truth is my problem is not so much with the average gay or lesbian I meet in the course of my day.	N	N	Y	N
F	M	149b	The truth is my problem is not so much with the average gay or lesbian I meet in the course of my day.	N	N	Y	N
D	M	149a	he's an illegal is what I heard. Could be wrong. Let's see if media says anything about it.	Y	N	Y	N
E	M	149a	he's an illegal is what I heard. Could be wrong. Let's see if media says anything about it.	Y	N	Y	N
F	M	149a	he's an illegal is what I heard. Could be wrong. Let's see if media says anything about it.	Y	N	Y	N
B	M	147c	The gays who are proud of their abomination want to be perceived as normal and want to brainwash our youth of their views.	Y	N	Y	N
F	M	147c	The gays who are proud of their abomination want to be perceived as normal and want to brainwash our youth of their views.	Y	N	Y	Y
B	M	147b	I was only saying blaming everything negative some females do on "female nature" is not the basis of any facts.	N	N	Y	N
E	M	147b	I was only saying blaming everything negative some females do on "female nature" is not the basis of any facts.	N	N	Y	N
F	M	147b	I was only saying blaming everything negative some females do on "female nature" is not the basis of any facts.	N	N	Y	N
D	M	147a	An illegal is not an immigrant and ILLEGALS do take American jobs considering they are NOT AMERICANS.	Y	N	Y	Y
D	M	147a	An illegal is not an immigrant and ILLEGALS do take American jobs considering they are NOT AMERICANS.	Y	N	Y	Y
E	M	147a	An illegal is not an immigrant and ILLEGALS do take American jobs considering they are NOT AMERICANS.	Y	N	Y	N
F	M	147a	An illegal is not an immigrant and ILLEGALS do take American jobs considering they are NOT AMERICANS.	Y	N	Y	Y
B	M	146b	Wow. First post. Do you know what I hate? The gays.	Y	N	Y	N
F	M	146b	Wow. First post. Do you know what I hate? The gays.	Y	N	Y	N
C	M	146a	An illegal is not an immigrant and ILLEGALS do take American jobs considering they are NOT AMERICANS.	Y	N	Y	N
E	M	146a	An illegal is not an immigrant and ILLEGALS do take American jobs considering they are NOT AMERICANS.	Y	N	Y	Y
F	M	146a	An illegal is not an immigrant and ILLEGALS do take American jobs considering they are NOT AMERICANS.	Y	N	Y	N
B	M	144b	I wasn't asking for references about pmsing-i was asking for evidence that "all" females are psychopaths	N	N	N	N
E	M	144b	I wasn't asking for references about pmsing-i was asking for evidence that "all" females are psychopaths	N	N	Y	N
F	M	144b	I wasn't asking for references about pmsing-i was asking for evidence that "all" females are psychopaths	Y	N	Y	N
C	M	144a	Hillary wants illegals to get free health care. 	Y	N	Y	N
E	M	144a	Hillary wants illegals to get free health care. 	Y	N	Y	N
F	M	144a	Hillary wants illegals to get free health care. 	Y	N	Y	N
B	M	143b	It's so common that It is considered normal female behaviour to most people..  Government and all females don't want you to know this.	N	N	Y	N
E	M	143b	It's so common that It is considered normal female behaviour to most people..  Government and all females don't want you to know this.	Y	N	Y	N
F	M	143b	It's so common that It is considered normal female behaviour to most people..  Government and all females don't want you to know this.	Y	N	Y	N
C	M	143a	He "wouldn't have a problem" with illegals getting free health care.	Y	N	Y	N
E	M	143a	He "wouldn't have a problem" with illegals getting free health care.	Y	N	Y	N
F	M	143a	He "wouldn't have a problem" with illegals getting free health care.	Y	N	Y	N
A	WH	13857342p	Want more women in FOSS? Dropkick these people into the sun.	N	N	N	N
B	WH	13857342p	Want more women in FOSS? Dropkick these people into the sun.	Y	N	N	Y
C	WH	13857342p	Want more women in FOSS? Dropkick these people into the sun.	Y	N	N	N
D	WH	13857342o	The smear tactics aren't going to work. These people have known me for over a decade.	N	N	N	N
E	WH	13857342o	The smear tactics aren't going to work. These people have known me for over a decade.	N	N	N	N
F	WH	13857342o	The smear tactics aren't going to work. These people have known me for over a decade.	N	N	N	N
D	WH	13857342n	NYS ht had died down a lot. Flurry of tweets after #LawAndOrderSVU tonight. QUICKLY, MINORITIES. POINT OUT THAT ALL THESE WOMEN ARE LYING.				
E	WH	13857342n	NYS ht had died down a lot. Flurry of tweets after #LawAndOrderSVU tonight. QUICKLY, MINORITIES. POINT OUT THAT ALL THESE WOMEN ARE LYING.	Y	N	N	N
F	WH	13857342n	NYS ht had died down a lot. Flurry of tweets after #LawAndOrderSVU tonight. QUICKLY, MINORITIES. POINT OUT THAT ALL THESE WOMEN ARE LYING.	Y	N	Y	Y
A	WH	13857342m	I'm sorry, but I've received quite a flurry of threats. I've asked these people to form an orderly line, and you're in back.	N	N	N	N
B	WH	13857342m	I'm sorry, but I've received quite a flurry of threats. I've asked these people to form an orderly line, and you're in back.	N	N	N	N
C	WH	13857342m	I'm sorry, but I've received quite a flurry of threats. I've asked these people to form an orderly line, and you're in back.	N	N	N	Y
A	WH	13857342k	I'm nervous in a weird way, because these people are kind of like my extended family. It's not a hard talk to give to strangers.	N	N	N	N
B	WH	13857342k	I'm nervous in a weird way, because these people are kind of like my extended family. It's not a hard talk to give to strangers.	N	N	N	N
C	WH	13857342k	I'm nervous in a weird way, because these people are kind of like my extended family. It's not a hard talk to give to strangers.	N	N	N	N
A	WH	13857342j	Cleaning up old screenshots folder. Found http://t.co/mHR085XDew - I miss these people. THOSE STACKS. SO MANY STACKS.	N	N	N	N
B	WH	13857342j	Cleaning up old screenshots folder. Found http://t.co/mHR085XDew - I miss these people. THOSE STACKS. SO MANY STACKS.	N	N	N	N
C	WH	13857342j	Cleaning up old screenshots folder. Found http://t.co/mHR085XDew - I miss these people. THOSE STACKS. SO MANY STACKS.	N	N	N	N
A	WH	13857342i	@wetsprocket but given that these people seem to not understand the difference between charity and NPO, why bother giving them my time?	N	N	N	N
B	WH	13857342i	@wetsprocket but given that these people seem to not understand the difference between charity and NPO, why bother giving them my time?	N	N	N	Y
C	WH	13857342i	@wetsprocket but given that these people seem to not understand the difference between charity and NPO, why bother giving them my time?	Y	N	N	Y
A	WH	13857342h	@theMirai @SirGoldenrod @sloshedtrain2 @srhbutts why are these people such idiots, i mean, seriously. it's not difficult code to read.	Y	N	N	N
B	WH	13857342h	@theMirai @SirGoldenrod @sloshedtrain2 @srhbutts why are these people such idiots, i mean, seriously. it's not difficult code to read.	Y	N	N	Y
C	WH	13857342h	@theMirai @SirGoldenrod @sloshedtrain2 @srhbutts why are these people such idiots, i mean, seriously. it's not difficult code to read.	N	N	N	N
A	WH	13857342g	@theMirai @SirGoldenrod @sloshedtrain2 @srhbutts it's incorrect. it's in no way related to email addresses (are these people technical?)	N	N	N	N
B	WH	13857342g	@theMirai @SirGoldenrod @sloshedtrain2 @srhbutts it's incorrect. it's in no way related to email addresses (are these people technical?)	N	N	N	N
C	WH	13857342g	@theMirai @SirGoldenrod @sloshedtrain2 @srhbutts it's incorrect. it's in no way related to email addresses (are these people technical?)	N	N	N	N
A	WH	13857342f	@desertfox899 @jhamby why interact with these people?	Y	N	N	N
B	WH	13857342f	@desertfox899 @jhamby why interact with these people?	N	N	N	Y
C	WH	13857342f	@desertfox899 @jhamby why interact with these people?	N	N	N	N
D	WH	13857342e	"They don't relate to these women on social media. these activists, these feminists. they don't relate to them. they are more humble."				
D	WH	13857342e	"They don't relate to these women on social media. these activists, these feminists. they don't relate to them. they are more humble."				
E	WH	13857342e	"They don't relate to these women on social media. these activists, these feminists. they don't relate to them. they are more humble."	N	N	Y	N
F	WH	13857342e	"They don't relate to these women on social media. these activists, these feminists. they don't relate to them. they are more humble."	N	N	N	Y
A	WH	13857342d	"A new study released today says teens are not getting enough sleep" - no kidding? Who pays these people to say things that are obvious?	N	N	N	N
B	WH	13857342d	"A new study released today says teens are not getting enough sleep" - no kidding? Who pays these people to say things that are obvious?	N	N	N	N
C	WH	13857342d	"A new study released today says teens are not getting enough sleep" - no kidding? Who pays these people to say things that are obvious?	N	N	N	Y
A	WH	13857342c	@Taxis__ don't really know, most of those people are dumb.	N	N	N	N
D	WH	13857342c	@Taxis__ don't really know, most of those people are dumb.	Y	N	N	N
E	WH	13857342c	@Taxis__ don't really know, most of those people are dumb.	N	N	N	Y
A	WH	13857342b	Shoutout to all those people that emailed FreeBSD thinking that they were my employer. Oh wait, that's still happening.	N	N	N	N
D	WH	13857342b	Shoutout to all those people that emailed FreeBSD thinking that they were my employer. Oh wait, that's still happening.	N	N	N	N
E	WH	13857342b	Shoutout to all those people that emailed FreeBSD thinking that they were my employer. Oh wait, that's still happening.	N	N	N	N
A	WH	13857342a	I didn't think there were any of those people left...	N	N	N	N
D	WH	13857342a	I didn't think there were any of those people left...	Y	N	N	N
E	WH	13857342a	I didn't think there were any of those people left...	N	N	N	Y
C	M	132b	What about January 2009, still millions of illegals? Would you let them work?	Y	N	Y	N
E	M	132b	What about January 2009, still millions of illegals? Would you let them work?	N	N	Y	N
F	M	132b	What about January 2009, still millions of illegals? Would you let them work?	Y	N	Y	N
B	M	132a	Until then I will not worry about the gays, they have proven they can take care of themselves.	N	N	Y	N
F	M	132a	Until then I will not worry about the gays, they have proven they can take care of themselves.	Y	N	Y	Y
B	M	131b	When liberalism is revealed as a tool of Satan and people rebuke its tenets once and for all, then I will worry about the gays.	N	N	Y	N
F	M	131b	When liberalism is revealed as a tool of Satan and people rebuke its tenets once and for all, then I will worry about the gays.	Y	N	Y	Y
C	M	131a	And I also resent the fact that illegals come into this country, and they do have problems	Y	N	Y	N
E	M	131a	And I also resent the fact that illegals come into this country, and they do have problems	Y	N	Y	Y
F	M	131a	And I also resent the fact that illegals come into this country, and they do have problems	Y	N	Y	Y
B	M	128b	When the disabled are fully recognized as human beings worthy of life then I will worry about the gays.	N	N	Y	N
F	M	128b	When the disabled are fully recognized as human beings worthy of life then I will worry about the gays.	Y	N	Y	Y
C	M	128a	because the money paid in consumption is paid by everybody, including illegals, prostitutes, pimps, drug dealers, all the people that are freeloading off the system	Y	N	Y	N
E	M	128a	because the money paid in consumption is paid by everybody, including illegals, prostitutes, pimps, drug dealers, all the people that are freeloading off the system	Y	N	Y	N
F	M	128a	because the money paid in consumption is paid by everybody, including illegals, prostitutes, pimps, drug dealers, all the people that are freeloading off the system	Y	Y	N	N
B	M	127b	When La Raza has been eliminated and America has been reclaimed-then I will worry about the gays.	N	N	Y	N
F	M	127b	When La Raza has been eliminated and America has been reclaimed-then I will worry about the gays.	Y	N	Y	Y
C	M	127a	300,000 births this year illegals in our country.	Y	N	Y	N
E	M	127a	300,000 births this year illegals in our country.	Y	N	Y	N
F	M	127a	300,000 births this year illegals in our country.	Y	N	Y	N
B	M	125b	When we give these children back their fathers which we have so callously stripped from their lives and once again restore the family, then I will worry about the gays.	N	N	Y	N
F	M	125b	When we give these children back their fathers which we have so callously stripped from their lives and once again restore the family, then I will worry about the gays.	Y	N	Y	Y
A	M	125a	I never made the claim that all poor people voted for Clinton but 13 points is a large spread.	N	N	N	N
D	M	125a	I never made the claim that all poor people voted for Clinton but 13 points is a large spread.	Y	N	N	Y
E	M	125a	I never made the claim that all poor people voted for Clinton but 13 points is a large spread.	N	N	N	N
A	M	122b	DEPORT ALL ILLEGALS!	Y	N	Y	Y
B	M	122b	DEPORT ALL ILLEGALS!	Y	N	Y	Y
D	M	122b	DEPORT ALL ILLEGALS!	Y	N	Y	Y
B	M	122a	and this is why i hate the gays	Y	N	Y	N
F	M	122a	and this is why i hate the gays	Y	N	Y	N
A	M	121b	Where was your outrage when the illegal killed an American citizen in Mexifornia? 	N	N	Y	N
B	M	121b	Where was your outrage when the illegal killed an American citizen in Mexifornia? 	Y	N	Y	Y
D	M	121b	Where was your outrage when the illegal killed an American citizen in Mexifornia? 	Y	N	Y	Y
B	M	121a	"Martin this.. Martin that.. He doesn't keep his promises.." Lol this is why I hate the gays	Y	N	Y	N
F	M	121a	"Martin this.. Martin that.. He doesn't keep his promises.." Lol this is why I hate the gays	Y	N	Y	N
A	M	120b	My young son found him... the illegal ran and hid his 'weapon' in a nearby orchard... my son had 2 identify him... hated it!	N	N	Y	N
B	M	120b	My young son found him... the illegal ran and hid his 'weapon' in a nearby orchard... my son had 2 identify him... hated it!	Y	N	Y	N
D	M	120b	My young son found him... the illegal ran and hid his 'weapon' in a nearby orchard... my son had 2 identify him... hated it!	Y	N	Y	N
A	M	120a	"u know sams fiancé is a man, right?" mom: "what do u- god damn it this is why i hate the gays"	Y	N	Y	N
B	M	120a	"u know sams fiancé is a man, right?" mom: "what do u- god damn it this is why i hate the gays"	N	N	Y	N
